NAME,DP05_0001E,DP02_0016E,DP02_0112E,DP03_0025E,Median Household Income,DP03_0119PE
"Glencoe town, Oklahoma",575,2.95,6,24.5,34250,12.2
"Stillwater city, Oklahoma",48685,2.99,4970,15.3,29450,17.3
"Lindsay city, Oklahoma",2820,3.04,101,18,39787,6.1
"Pauls Valley city, Oklahoma",6116,3.3,811,19.4,37150,15.8
"New Alluwe town, Oklahoma",63,2.78,6,47.6,37500,16.7
"South Coffeyville town, Oklahoma",794,3.01,2,16.4,46042,12.7
"Konawa city, Oklahoma",1290,3.36,50,31.7,32411,17.5
"Lima town, Oklahoma",52,2.92,0,20.4,14018,25
"Elk City city, Oklahoma",12236,3.4,996,15.6,56754,7.6
"Spaulding town, Oklahoma",128,4.33,14,28.4,26667,12.5
"Yeager town, Oklahoma",74,3.74,10,31.7,-,26.3
"Hanna town, Oklahoma",105,3.83,0,40,19375,39.1
"Ripley town, Oklahoma",314,3.3,1,20.5,43750,13.3
"Copan town, Oklahoma",714,3.1,6,22.5,41875,14
"Etowah town, Oklahoma",142,2.82,2,43.4,49583,8.9
"Lexington city, Oklahoma",2381,3.14,240,29.7,50000,11
"Noble city, Oklahoma",6668,3.37,99,22.6,59020,8.1
"Faxon town, Oklahoma",76,2.56,0,23.6,48125,0
"Geronimo town, Oklahoma",1037,3.13,47,18.6,43125,8.6
"Medicine Park town, Oklahoma",302,2.76,3,22.6,52045,4.8
"Rosston town, Oklahoma",60,3.88,42,N,-,37.5
"Byars town, Oklahoma",172,2.64,2,27.6,27031,17
"Purcell city, Oklahoma",6352,2.96,818,23.4,45600,16.2
"Minco city, Oklahoma",1657,3.14,100,30,47500,5
"Tuttle city, Oklahoma",6773,3.22,127,27,83359,1.8
"Bearden town, Oklahoma",131,3.37,8,31.7,58750,11.4
"Clearview town, Oklahoma",19,1.86,0,N,13750,71.4
"Akins CDP, Oklahoma",641,3.41,0,24.1,33295,17.2
"Tushka town, Oklahoma",286,2.83,15,30.5,34028,24.4
"Thackerville town, Oklahoma",397,3.99,1,18.6,31458,20.7
"Hartshorne city, Oklahoma",2206,2.84,45,24,43529,12.4
"Kiowa town, Oklahoma",665,3.03,22,20.3,41154,13.1
"Bessie town, Oklahoma",154,3.03,5,23.9,33125,5
"New Cordell city, Oklahoma",2895,2.78,115,19.7,55317,13.7
"Douglas town, Oklahoma",29,5,10,N,-,75
"Renfrow town, Oklahoma",17,1.56,0,N,-,0
"Cashion town, Oklahoma",734,2.98,5,27.4,61429,6.3
"McAlester city, Oklahoma",18198,3.01,1318,16.6,43382,13.4
"Quinton town, Oklahoma",898,2.95,18,24.4,25625,24
"Nicoma Park city, Oklahoma",2389,3.17,41,22.6,52875,6.3
"Comanche city, Oklahoma",1477,3.01,30,18.2,32448,18.7
"Empire City town, Oklahoma",969,3.26,0,18.9,67679,8.9
"Granite town, Oklahoma",1945,3.08,87,22.9,40213,16.3
"Seminole city, Oklahoma",7384,3.43,365,20.8,36114,19.7
"Canute town, Oklahoma",508,2.86,29,17.1,36000,23.3
"Wann town, Oklahoma",125,3.08,0,25.1,41250,2.6
"Maud city, Oklahoma",1190,3.38,58,33,42266,17.8
"Wewoka city, Oklahoma",3396,2.98,166,18.9,25567,29.1
"Erick city, Oklahoma",948,2.94,39,20.8,39722,16.1
"Horntown town, Oklahoma",123,3.58,3,25.2,53750,3
"Lamar town, Oklahoma",170,3.17,3,59.3,35000,19.6
"Hitchita town, Oklahoma",80,3.47,0,32.3,52500,21.1
"Rentiesville town, Oklahoma",147,2.16,0,26.4,38333,5.9
"Evening Shade CDP, Oklahoma",256,2.78,0,19.5,16912,14.3
"Notchietown CDP, Oklahoma",206,3.07,11,N,-,0
"Kinta town, Oklahoma",264,3.42,0,23.6,23333,29
"Woodall CDP, Oklahoma",781,3.81,54,24,37500,21.7
"Butler town, Oklahoma",271,2.51,27,18,32857,35.4
"Pin Oak Acres CDP, Oklahoma",410,2.97,0,20.7,-,26.3
"Sams Corner CDP, Oklahoma",177,2.64,0,19.3,85625,16.4
"Brooksville town, Oklahoma",48,3.09,0,N,-,0
"Custer City town, Oklahoma",349,2.98,36,25.5,32500,20
"Talala town, Oklahoma",340,3.7,2,26.9,47750,26
"Gregory CDP, Oklahoma",122,3.77,51,19.3,68958,0
"Limestone CDP, Oklahoma",548,2.75,39,25.1,80000,0
"Carter town, Oklahoma",234,3.41,4,20.3,38750,17.2
"Hickory town, Oklahoma",108,3.22,5,25.5,36250,29.6
"Albion town, Oklahoma",91,2.92,0,20,28750,12
"Clayton town, Oklahoma",652,3.08,0,23.4,25655,13.5
"Fairland town, Oklahoma",1117,3.22,16,18.6,37188,17.8
"Tulsa city, Oklahoma",401352,3.15,65464,18.4,44577,15.8
"Guymon city, Oklahoma",11859,3.7,4647,15.3,48342,14.1
"Cedar Valley city, Oklahoma",529,2.79,119,32.2,90625,2.8
"Henryetta city, Oklahoma",5726,3.13,308,22.1,32822,18.9
"Winchester town, Oklahoma",541,3.39,16,34,47969,5.5
"Watts town, Oklahoma",305,3.36,18,24.7,23438,39.7
"Warwick town, Oklahoma",95,2.49,0,35,-,0
"Lehigh city, Oklahoma",300,3.32,2,22.9,39000,9.2
"Coyle town, Oklahoma",286,2.91,1,23.2,35750,26.6
"Marshall town, Oklahoma",289,3.53,14,30.1,55750,13.9
"Wellston town, Oklahoma",888,3.02,0,26.5,46964,7.6
"Arcadia town, Oklahoma",176,2.95,0,23.7,48750,0
"Del City city, Oklahoma",21888,3.14,1318,19.4,43201,11
"Luther town, Oklahoma",1176,3.29,19,33.8,50625,7.9
"Loco town, Oklahoma",125,3.21,3,26.2,26875,18.2
"Meridian town, Oklahoma",31,2.38,0,N,28750,0
"Optima town, Oklahoma",431,4.26,213,15.6,40750,15.7
"Alderson town, Oklahoma",230,3.03,0,16.7,40833,19.4
"Meno town, Oklahoma",187,3.12,32,26.1,47083,15.8
"Crowder town, Oklahoma",411,3.07,19,22.3,46250,11
"Longtown CDP, Oklahoma",2798,2.43,24,29.2,39303,12.2
"Lenapah town, Oklahoma",293,3.34,2,29.8,30417,23.9
"Deer Creek town, Oklahoma",148,2.63,7,16.4,40833,20
"Lamont town, Oklahoma",282,3.21,4,20.1,56538,14.7
"Medford city, Oklahoma",1153,3.12,73,15.6,60536,7.9
"Bethany city, Oklahoma",19508,3.27,2487,20.4,49476,10.9
"Choctaw city, Oklahoma",12228,3.12,187,28.4,69675,3.9
"Edmond city, Oklahoma",89769,3.1,6859,22.3,76008,6.6
"Warr Acres city, Oklahoma",10385,3.41,2289,21.1,43046,12.5
"Peoria town, Oklahoma",110,2.77,2,28.3,26250,26.7
"Dibble town, Oklahoma",957,3.54,35,36.2,63500,5.3
"Afton town, Oklahoma",1176,3.43,55,24.9,32500,31.8
"North Miami town, Oklahoma",366,3.12,24,14.4,29625,19.8
"Kremlin town, Oklahoma",207,2.9,7,24,48333,1.7
"Cooperton town, Oklahoma",7,-,0,N,-,-
"Claremore city, Oklahoma",18777,2.89,822,20.6,41303,10.9
"Foyil town, Oklahoma",251,3.03,11,26.4,25750,28.3
"Remy CDP, Oklahoma",538,2.83,72,34.7,39769,0
"Gould town, Oklahoma",130,2.91,49,16.9,73750,0
"Marietta city, Oklahoma",2699,3.83,729,19.5,43065,18.2
"Foraker town, Oklahoma",4,-,2,-,-,-
"Brent CDP, Oklahoma",876,3.01,17,20.7,48750,12.6
"Redbird Smith CDP, Oklahoma",391,2.95,0,36.2,17500,28.6
"Manitou town, Oklahoma",193,2.35,0,30.6,35313,16.2
"Porter town, Oklahoma",638,3.42,5,28.6,38125,9.8
"Amorita town, Oklahoma",11,3.5,0,N,-,0
"Kaw City city, Oklahoma",320,2.68,3,25.7,46250,10.5
"Leedey town, Oklahoma",460,3.47,32,16.9,42292,18
"Oakwood town, Oklahoma",23,2.13,0,N,35833,0
"Seiling city, Oklahoma",925,3.83,143,16.2,41750,20.9
"Tonkawa city, Oklahoma",3109,3.03,195,16,43594,17.3
"Dacoma town, Oklahoma",85,2.67,2,16.1,43750,0
"Soper town, Oklahoma",221,3.05,0,26.5,24688,22.8
"Terral town, Oklahoma",395,2.94,75,36.8,36719,9.6
"Bokoshe town, Oklahoma",435,3.33,0,29.1,30250,27.4
"Union City town, Oklahoma",1576,3.07,76,26.9,71250,3.7
"Hinton town, Oklahoma",3251,3.35,894,20.4,57321,5.2
"Jenks city, Oklahoma",20836,3.27,1586,21.8,90039,3.6
"Owasso city, Oklahoma",34634,3.21,2086,21.1,67130,4.8
"Fort Towson town, Oklahoma",542,3.08,13,22.5,26705,25.6
"Cayuga CDP, Oklahoma",130,4.17,0,33.9,40833,8.7
"Cloud Creek CDP, Oklahoma",69,4.6,0,N,-,0
"Jay city, Oklahoma",2486,3.63,239,19.8,26509,22.3
"New Eucha CDP, Oklahoma",656,3.65,86,24.3,49896,18
"Oaks town, Oklahoma",286,3.44,36,26.5,35893,28.8
"West Siloam Springs town, Oklahoma",1005,3.67,113,23.2,36583,11.2
"Milburn town, Oklahoma",372,3.29,7,33.5,39167,17.2
"Disney town, Oklahoma",202,2.42,5,28.7,26250,22.6
"Locust Grove town, Oklahoma",1449,3.54,75,22.6,27768,29.8
"Pensacola town, Oklahoma",102,3.78,4,35,43750,30.4
"Texanna CDP, Oklahoma",2364,2.48,90,31.2,40804,12.7
"Drumright city, Oklahoma",2880,2.92,74,18.1,34977,13
"Longdale town, Oklahoma",375,3.04,7,25.1,26250,44
"Paoli town, Oklahoma",643,3.22,71,23.8,34583,16.7
"Sasakwa town, Oklahoma",111,3.7,3,25.7,50000,29.6
"Geary city, Oklahoma",1255,3.17,94,19,32250,24
"Yukon city, Oklahoma",25729,3.51,1390,22.3,67521,6
"Cyril town, Oklahoma",1113,3.7,91,24.9,46250,11.4
"Gracemont town, Oklahoma",225,2.95,14,29.3,27083,23.6
"Norge town, Oklahoma",156,3.09,0,16.8,53750,14.9
"Wister town, Oklahoma",1090,3.02,12,24.1,32120,19.1
"Belfonte CDP, Oklahoma",295,3.57,90,33.5,38750,24.3
"Marble City town, Oklahoma",225,3.46,43,29.2,26750,38.6
"Moffett town, Oklahoma",129,3,0,23.9,24375,45.7
"Vici town, Oklahoma",782,2.98,10,21.2,53214,8.5
"Blackwell city, Oklahoma",6845,3.15,440,19,40942,15.2
"Davis city, Oklahoma",2774,3.61,193,20.4,48295,13.4
"Dougherty town, Oklahoma",260,3.03,0,27,47500,0
"Kansas town, Oklahoma",906,3.47,96,25.6,27813,20.3
"Twin Oaks CDP, Oklahoma",171,2.69,0,N,-,17.6
"Bromide town, Oklahoma",126,2.85,8,30,34167,0
"Chouteau town, Oklahoma",2132,2.92,73,19,52865,13.1
"Murphy CDP, Oklahoma",175,2.57,0,N,-,24.6
"Snake Creek CDP, Oklahoma",278,3.08,58,28.8,26776,0
"Spavinaw town, Oklahoma",375,2.83,18,29.4,24821,32.2
"Strang town, Oklahoma",86,3.94,9,21,21250,52.9
"Asher town, Oklahoma",426,3.26,11,27.3,27500,24.5
"Macomb town, Oklahoma",25,3.33,0,20,30417,0
"Binger town, Oklahoma",681,3.36,11,21.2,38750,10.6
"Bridgeport city, Oklahoma",90,2.88,9,23.6,31250,7.7
"Hydro town, Oklahoma",1012,3.12,6,18.5,40417,13
"Cameron town, Oklahoma",307,3.31,1,22.8,24375,34.6
"Heavener city, Oklahoma",3338,3.51,1009,19.2,28688,31.9
"Temple town, Oklahoma",920,3.23,9,32.6,40833,13.4
"Hobart city, Oklahoma",3609,2.9,367,16.5,35299,25.4
"Eldon CDP, Oklahoma",150,3.05,21,37,55000,0
"Keys CDP, Oklahoma",416,3.89,0,N,29609,14.6
"Zeb CDP, Oklahoma",612,3.56,29,22.5,46250,19.4
"Coweta city, Oklahoma",9549,3.19,225,26.2,51515,8.8
"Durant city, Oklahoma",17198,3.11,1167,15.5,35575,18.6
"Francis town, Oklahoma",273,3.07,5,22,42000,24
"Agra town, Oklahoma",302,3.1,0,23.2,31875,15.9
"Midwest City city, Oklahoma",57167,3.12,2542,20.2,46431,11.8
"Central High town, Oklahoma",1000,2.73,29,24.1,62050,6.7
"The Village city, Oklahoma",9329,2.95,777,20.5,54798,8.4
"Duncan city, Oklahoma",22998,3.14,1663,18.6,41543,12.2
"Willow town, Oklahoma",148,2.75,6,29.9,44375,2.8
"Mulhall town, Oklahoma",284,4.2,3,40.5,51250,14.8
"Orlando town, Oklahoma",136,3.81,0,25.8,28750,23.1
"Le Flore town, Oklahoma",147,3.31,3,21.9,29063,17.9
"Dwight Mission CDP, Oklahoma",33,5.5,0,N,-,0
"Wapanucka town, Oklahoma",404,3.4,12,26.3,38542,27.8
"Oklahoma City city, Oklahoma",629191,3.3,117032,21.3,51581,12.8
"Fort Supply town, Oklahoma",414,3.19,22,17,42031,17.4
"Woodward city, Oklahoma",12687,3.39,1451,16.3,51801,8.5
"Atoka city, Oklahoma",3077,2.81,107,16,30042,28.4
"Hendrix town, Oklahoma",67,2.85,6,29.4,37500,15
"Leon town, Oklahoma",88,2.82,0,18,31667,13.6
"Avant town, Oklahoma",275,2.96,0,22.8,38000,14.3
"Frederick city, Oklahoma",3721,3.18,857,18.3,35236,22.2
"Catoosa city, Oklahoma",7524,3,826,20.7,51840,12.5
"Keyes town, Oklahoma",260,2.96,35,14,37031,8.6
"Alva city, Oklahoma",5167,2.98,363,11.6,50469,9.3
"Fort Cobb town, Oklahoma",609,2.98,6,22,35500,16
"Lookeba town, Oklahoma",142,3.9,24,28.8,38438,23.3
"Boley town, Oklahoma",1201,2.85,27,17,20625,48.1
"Rush Springs town, Oklahoma",1198,3.03,0,21.6,33750,14.5
"Verden town, Oklahoma",634,3.29,10,26.7,36875,15.5
"Pocola town, Oklahoma",4042,3.15,15,20.2,39594,19.5
"Rock Island town, Oklahoma",826,3.05,15,28.3,52083,15.3
"Talihina town, Oklahoma",1054,3.14,22,18.2,30774,24.4
"Weleetka town, Oklahoma",774,3.24,76,21.9,25417,20.5
"Depew town, Oklahoma",414,3.35,0,26.4,30417,24
"Cherry Tree CDP, Oklahoma",1125,4.19,242,19.2,32768,23.6
"Forgan town, Oklahoma",582,2.98,44,16.2,39375,16.3
"Lawrence Creek town, Oklahoma",153,3.28,0,34.1,59375,14
"Mounds town, Oklahoma",1124,3.52,15,24.9,33472,20.8
"Burns Flat town, Oklahoma",2270,3.56,74,22,52202,14
"Cleo Springs town, Oklahoma",367,3.15,9,20.3,51111,14
"East Duke town, Oklahoma",366,2.76,25,12.3,50114,6.3
"Elmer town, Oklahoma",116,2.63,16,35.6,41250,14.3
"Ames town, Oklahoma",249,2.86,2,23.8,49375,6.8
"Canadian town, Oklahoma",195,3.11,0,17.4,42917,12.5
"Cimarron City town, Oklahoma",173,2.98,0,29.6,96667,4.8
"Beggs city, Oklahoma",1376,3.46,32,25.6,37560,23
"Grayson town, Oklahoma",135,2.84,0,26.9,28750,13.2
"Okmulgee city, Oklahoma",12123,3.11,500,18.9,29593,26.2
"Schulter town, Oklahoma",402,3.17,0,23.6,29000,14
"Hooker city, Oklahoma",1660,3.64,547,17.9,50230,7.4
"Tyrone town, Oklahoma",672,4.18,127,24.7,42813,10.9
"Wakita town, Oklahoma",282,2.49,6,17,40357,0
"Fallis town, Oklahoma",8,-,0,-,-,-
"Prague city, Oklahoma",2144,3.14,43,21.4,41350,8.4
"Sparks town, Oklahoma",161,3.91,5,26.6,48750,17.6
"Forest Park town, Oklahoma",1128,3.16,52,19,69583,12.5
"Spencer city, Oklahoma",4024,3.28,124,26,38158,7.3
"Bray town, Oklahoma",1243,3.41,30,25.9,54712,10.8
"Marlow city, Oklahoma",4553,3.09,90,20.8,37281,18.2
"Meridian CDP, Oklahoma",1667,3.19,230,16.9,49125,4.1
"Westville town, Oklahoma",1573,3.35,44,23.1,23333,38.7
"Ashland town, Oklahoma",39,2.42,0,28.8,40417,0
"Kellyville town, Oklahoma",1366,3.54,29,26.2,38571,19.6
"Clinton city, Oklahoma",9344,3.39,2138,16.8,46052,9.5
"Sentinel town, Oklahoma",876,3.23,137,18.1,46250,11.3
"Erin Springs town, Oklahoma",153,2.58,0,6.3,-,29.1
"Wilburton city, Oklahoma",2699,3.1,146,16.2,32875,16.8
"Cromwell town, Oklahoma",263,3.42,3,22.8,31607,28.4
"Waukomis town, Oklahoma",1526,3,28,19.7,54352,12.3
"Vinita city, Oklahoma",5512,3.07,175,16.8,33774,17
"Stidham town, Oklahoma",7,2,0,N,-,33.3
"Ochelata town, Oklahoma",443,3.03,8,26.6,44375,8.9
"Stonewall town, Oklahoma",404,2.97,11,20.2,26000,27.2
"Canton town, Oklahoma",418,3.04,9,13.7,55375,0
"Greenfield town, Oklahoma",126,1.72,3,20.9,27841,50
"Moore city, Oklahoma",59992,3.11,4059,22.8,62347,6.5
"Norman city, Oklahoma",119820,2.97,12325,22.4,53733,10
"Buffalo town, Oklahoma",1168,3.32,209,15.3,40573,3
"Blanchard city, Oklahoma",8403,3.11,312,28.9,70094,6.8
"Morrison town, Oklahoma",675,2.78,2,20.3,50000,17.7
"Texola town, Oklahoma",47,3.56,0,N,40500,22.2
"Big Cabin town, Oklahoma",225,2.86,2,26,43036,15.4
"Breckenridge town, Oklahoma",137,3.05,0,25,48125,5.1
"Strong City town, Oklahoma",56,3.62,0,30.9,86250,0
"Kiefer town, Oklahoma",2434,3.27,58,22.8,61635,11
"Dewey city, Oklahoma",3485,3.27,235,21,39818,15
"Okeene town, Oklahoma",1217,2.53,91,10.6,42055,11.7
"Laverne town, Oklahoma",1646,4.01,483,22.4,50714,18.3
"Vera town, Oklahoma",204,3.1,2,31.5,46111,11.9
"Maysville town, Oklahoma",1290,3.27,11,25.8,34306,16.5
"Hillsdale town, Oklahoma",141,3.33,0,18.9,64464,0
"Fairmont town, Oklahoma",255,2.92,0,21.3,52656,11.4
"Olustee town, Oklahoma",661,3.56,109,23.1,44643,19.2
"Pink town, Oklahoma",2164,3.15,31,32.7,56447,11.9
"Boynton town, Oklahoma",185,3.18,0,28.4,45750,28.2
"Ada city, Oklahoma",17262,3.05,1153,14.1,37197,15.8
"Colony town, Oklahoma",107,3.04,4,22.9,65417,7.1
"Dustin town, Oklahoma",430,3.94,23,22,21563,39.3
"Deer Lick CDP, Oklahoma",0,-,0,-,-,-
"Drowning Creek CDP, Oklahoma",203,3.14,0,N,18102,56.8
"Indianola CDP, Oklahoma",33,1.94,0,-,-,0
"Kenwood CDP, Oklahoma",1029,3.27,211,34.6,39250,22.2
"White Water CDP, Oklahoma",53,4.44,0,N,-,0
"Lebanon CDP, Oklahoma",306,3.3,0,23.7,30313,0
"Swink CDP, Oklahoma",73,3.16,0,21.4,-,42.1
"Grant CDP, Oklahoma",326,2.87,0,17.4,24875,27.7
"Whitesboro CDP, Oklahoma",178,3.3,0,18.4,31250,25
"Latta CDP, Oklahoma",1247,3.44,51,17.2,42115,24.7
"Lequire CDP, Oklahoma",160,3.33,27,32.4,38542,17.4
"Blanco CDP, Oklahoma",129,4.24,0,24.8,25833,0
"Burneyville CDP, Oklahoma",547,2.79,0,28.4,61579,2.7
"Panola CDP, Oklahoma",46,2.19,0,21.4,-,25
"Platter CDP, Oklahoma",173,2.61,0,N,48917,0
"Gowen CDP, Oklahoma",340,2.81,0,24.4,46172,19.8
"Clarita CDP, Oklahoma",114,4.22,0,N,18984,27.8
"Coleman CDP, Oklahoma",218,2.87,14,22.3,50208,6.7
"Connerville CDP, Oklahoma",32,-,0,N,-,-
"Wardville CDP, Oklahoma",45,2.24,3,N,52000,0
"Monroe CDP, Oklahoma",167,3.07,0,24.9,43750,6.8
"Rose CDP, Oklahoma",214,3.36,0,N,64018,0
"Gideon CDP, Oklahoma",19,6.33,0,N,-,0
"Grandview CDP, Oklahoma",447,2.63,47,25.1,45250,0
"Peggs CDP, Oklahoma",849,3.36,24,29,43667,3.9
"Steely Hollow CDP, Oklahoma",171,3.93,3,N,-,6.7
"Teresita CDP, Oklahoma",143,3.2,0,31.6,40625,6.7
"Arpelar CDP, Oklahoma",284,2.79,8,20.5,34167,26.3
"Bison CDP, Oklahoma",51,2.69,11,N,-,18.8
"Liberty CDP, Oklahoma",301,3.06,0,26.4,44688,12.2
"McLoud city, Oklahoma",4616,3.26,274,31.3,48115,13.9
"Carlton Landing town, Oklahoma",10,1.75,0,N,-,0
"Fairfax town, Oklahoma",1394,3.04,25,22,33333,13.5
"Osage town, Oklahoma",130,2.73,0,37.8,28750,9.1
"Salina town, Oklahoma",1282,3.07,46,20.3,38850,14
"Arnett town, Oklahoma",581,3.08,1,14.8,35893,7.7
"Braggs town, Oklahoma",279,3.32,3,33.7,45500,13.3
"Hennessey town, Oklahoma",2420,3.24,643,15.9,59226,10.3
"Loyal town, Oklahoma",77,3.16,0,27.2,38571,0
"Tatums town, Oklahoma",145,3.57,3,23.5,22143,30
"Wilson city, Oklahoma",1470,3.37,10,22.5,48164,13.1
"Iron Post CDP, Oklahoma",217,3.44,0,22.1,55982,14.3
"Mazie CDP, Oklahoma",186,2.24,0,N,66250,0
"Wickliffe CDP, Oklahoma",8,-,0,N,-,-
"Earlsboro town, Oklahoma",493,2.9,15,21.9,51528,8.8
"Johnson town, Oklahoma",231,2.99,8,22.4,48750,11.1
"St. Louis town, Oklahoma",122,2.5,0,27.6,35833,15
"Shawnee city, Oklahoma",30974,3.15,1513,18.4,38471,15.2
"Calumet town, Oklahoma",668,3.82,33,22.1,56667,19.9
"Anadarko city, Oklahoma",6710,3.81,697,19.2,30820,32.1
"Bradley town, Oklahoma",126,2.83,0,18,47500,30.6
"Roff town, Oklahoma",744,3.68,35,20,42500,18.6
"Hominy city, Oklahoma",3467,2.91,182,30.4,36071,18
"Prue town, Oklahoma",381,3.11,1,35.9,35000,24.7
"Wynona town, Oklahoma",387,3.11,2,24,32917,13.3
"Grandfield city, Oklahoma",869,2.97,91,19.5,31058,22.5
"Brush Creek CDP, Oklahoma",18,-,0,-,-,-
"Bull Hollow CDP, Oklahoma",78,2.3,36,N,25625,26.7
"Leach CDP, Oklahoma",291,3.24,15,33.1,57083,8.9
"Cleveland city, Oklahoma",3180,3.24,63,20.1,45444,11.9
"Collinsville city, Oklahoma",6536,3.19,227,23.5,57430,11.7
"Briggs CDP, Oklahoma",319,3.58,31,23.2,-,25.7
"Dry Creek CDP, Oklahoma",201,2.92,4,46.1,27750,26.9
"Hulbert town, Oklahoma",657,4.31,5,27.3,27000,23.6
"Welling CDP, Oklahoma",771,3.73,6,35,51827,1.7
"Stigler city, Oklahoma",2713,2.99,103,18.1,28848,24
"Broken Bow city, Oklahoma",4101,3.24,422,18,27127,31
"Haworth town, Oklahoma",291,3.04,14,19.9,18906,44.9
"Idabel city, Oklahoma",6954,3.04,558,16.7,28595,24.9
"Pawnee city, Oklahoma",2076,3.05,133,14.9,33092,21.8
"Okarche town, Oklahoma",1346,3.22,0,17.1,70938,4.3
"Piedmont city, Oklahoma",7079,3.52,185,29.3,85577,1.6
"Fort Gibson town, Oklahoma",4097,2.97,83,18.2,52829,15
"Muskogee city, Oklahoma",38139,3.09,2766,16.8,36276,20
"Oktaha town, Oklahoma",388,2.99,0,26.6,36250,21.6
"River Bottom CDP, Oklahoma",203,2.36,0,36.5,44464,9.7
"Sour John CDP, Oklahoma",70,2.4,6,36,36875,16
"Devol town, Oklahoma",134,3.28,6,26.2,55956,0
"Walters city, Oklahoma",2779,3.15,40,20.2,48456,13.4
"Jennings town, Oklahoma",314,2.95,0,24.2,27188,18.4
"Oak Grove town, Oklahoma",0,-,0,-,-,-
"Skedee town, Oklahoma",30,2.67,0,36.8,31250,22.2
"Fair Oaks town, Oklahoma",90,3.3,0,28.3,80625,8.7
"Okay town, Oklahoma",466,2.91,4,19.3,34545,17.3
"Caddo town, Oklahoma",1167,3.29,17,24,37619,10.7
"Silo town, Oklahoma",391,3.25,4,23.6,51023,13.2
"Allen town, Oklahoma",865,3.16,44,22.7,34286,20.8
"Carnegie town, Oklahoma",2028,3.5,282,20.3,29787,28.4
"Ryan town, Oklahoma",741,3.21,68,29.4,29141,23.2
"Oakland town, Oklahoma",1035,3.2,468,19.6,45380,12.4
"El Reno city, Oklahoma",18378,3.67,2207,19.1,48996,12.3
"Cement town, Oklahoma",388,3.37,2,33.5,24722,17.6
"Fort Coffee town, Oklahoma",525,2.7,2,28.5,25972,40.1
"Poteau city, Oklahoma",8729,3.05,987,22.3,39638,19
"Shady Point town, Oklahoma",990,3.37,9,26.3,47917,19.4
"Castle town, Oklahoma",161,3.81,1,21.4,35833,32.4
"Gore town, Oklahoma",1019,3.08,45,20.2,40972,15.5
"Short CDP, Oklahoma",328,3.38,0,35.2,-,37.8
"Kingfisher city, Oklahoma",4821,3.3,443,18.4,53407,10.1
"Ratliff City town, Oklahoma",108,2.62,1,10.7,38125,18.9
"Rattan town, Oklahoma",313,3.14,3,24,31875,17.5
"Stringtown town, Oklahoma",372,2.77,2,16.3,41667,7.1
"Achille town, Oklahoma",386,3.06,10,24,37143,9.9
"Bokchito town, Oklahoma",648,3.54,13,26.5,32000,16.3
"Mead town, Oklahoma",102,2.75,1,15.6,40313,7.1
"Dodge CDP, Oklahoma",118,2.57,4,N,59688,0
"Grove city, Oklahoma",6791,2.78,321,18.6,40435,12
"Ravia town, Oklahoma",466,3.42,9,26.3,32250,19.5
"Ballou CDP, Oklahoma",204,3.05,31,27.8,30139,15.9
"Panama town, Oklahoma",1240,2.98,18,27.9,24886,27.4
"Warner town, Oklahoma",1605,3.14,20,24.5,38688,16.1
"Eakly town, Oklahoma",344,4.21,101,21.3,29375,25
"Alex town, Oklahoma",560,3.42,0,20.9,38438,18.5
"Chickasha city, Oklahoma",16256,3.14,1169,21.7,40376,16.3
"Howe town, Oklahoma",912,3.34,15,27.8,39063,14.1
"Brushy CDP, Oklahoma",1063,3.73,33,26.8,39318,19.6
"Flute Springs CDP, Oklahoma",98,3.4,58,33.6,24375,36
"Long CDP, Oklahoma",372,2.99,8,44.9,38333,32.6
"Vian town, Oklahoma",1420,2.93,85,23.2,27468,30.4
"Cleora CDP, Oklahoma",1402,2.59,28,29.6,46250,8.4
"Colcord town, Oklahoma",1021,3.7,36,29,31759,21.9
"Dennis CDP, Oklahoma",75,3.23,0,N,27857,0
"Tagg Flats CDP, Oklahoma",104,4.33,0,N,73611,0
"Hollister town, Oklahoma",36,2.07,4,N,27500,42.9
"Loveland town, Oklahoma",9,3,0,-,-,0
"Carmen town, Oklahoma",504,3.14,37,17.7,58750,1.6
"Cherokee city, Oklahoma",1577,2.98,35,15.9,51190,15.9
"Freedom town, Oklahoma",316,3.25,14,24.9,64375,9.4
"Old Eucha CDP, Oklahoma",16,4,4,N,-,50
"Rocky Ford CDP, Oklahoma",37,2.83,15,41.1,35938,0
"Mannsville town, Oklahoma",945,3.53,40,26.5,43864,15.9
"Tishomingo city, Oklahoma",3072,2.98,128,20.5,27946,17.6
"Hoot Owl town, Oklahoma",0,-,0,-,-,-
"Langley town, Oklahoma",691,3.02,42,17.3,34167,21.5
"Proctor CDP, Oklahoma",252,2.56,0,22.9,61500,55.9
"Titanic CDP, Oklahoma",336,2.87,11,20.8,46875,11.8
"Wauhillau CDP, Oklahoma",445,5.59,46,23.2,31964,27.5
"Chester CDP, Oklahoma",186,3.18,0,27.7,74583,8.8
"Isabella CDP, Oklahoma",197,4.25,70,N,23309,77.5
"Nescatunga CDP, Oklahoma",86,2.33,0,N,49464,0
"Lucien CDP, Oklahoma",113,3.92,8,23.4,32708,0
"Turpin CDP, Oklahoma",369,3.51,51,19.2,61146,7.4
"White Oak CDP, Oklahoma",267,2.71,10,26.2,40625,4.7
"Blue CDP, Oklahoma",299,3.03,13,26.8,50147,19.5
"Albany CDP, Oklahoma",143,1.95,0,N,140274,19
